iter	Logloss
189	0.3882546586
190	0.3879145076
191	0.387417654
192	0.3873762495
193	0.387085561
194	0.3865918792
195	0.3865215859
196	0.3859932717
197	0.3858213103
198	0.3853688615
199	0.3850597424
200	0.3846988035
201	0.3843802549
202	0.3839710536
203	0.3836285452
204	0.3832868512
205	0.3830648272
206	0.3828079138
207	0.3827395493
208	0.3824864934
209	0.3821405989
210	0.3820272724
211	0.3817595578
212	0.3813747449
213	0.3809770734
214	0.3805714725
215	0.3803090728
216	0.3802575529
217	0.3800518593
218	0.3797449691
219	0.3796452726
220	0.3796039538
221	0.3793190088
222	0.3790393358
223	0.3787994813
224	0.3784482292
225	0.378117422
226	0.3777615408
227	0.3774962265
228	0.3771271438
229	0.3768872893
230	0.3768531714
231	0.3767006263
232	0.3764696443
233	0.3762791666
234	0.376254221
235	0.3760321542
236	0.3757862563
237	0.375452406
238	0.3752637713
239	0.3751453014
240	0.3749376361
241	0.3746976531
242	0.3745913559
243	0.3743658173
244	0.3742805224
245	0.3740585413
246	0.3738919376
247	0.3736010348
248	0.3735042101
249	0.3732436534
250	0.3729375775
251	0.3727564437
252	0.3725124316
253	0.3724140639
254	0.3721834247
255	0.3721237183
256	0.3721000586
257	0.3719248825
258	0.3718505174
259	0.3717047874
260	0.3715480847
261	0.3712375084
262	0.3708597248
263	0.3705968107
264	0.3704251922
265	0.3701806229
266	0.370101843
267	0.3697905808
268	0.3695622991
269	0.3693735787
270	0.3691550266
271	0.3689574767
272	0.3686625449
273	0.3684430069
274	0.3683706562
275	0.3682290409
276	0.3681286587
277	0.3679847289
278	0.3677852502
279	0.3677134567
280	0.3673310869
281	0.3672586505
282	0.3671064484
283	0.3669803919
284	0.3668765807
285	0.3666276396
286	0.3664542638
287	0.3662598856
288	0.3660834237
289	0.3659218349
290	0.3657282283
291	0.3655719971
292	0.3654937316
293	0.3653447441
294	0.3652116154
295	0.3650447974
296	0.3648865946
297	0.3646495262
298	0.3645355568
299	0.3643848548
300	0.3642257519
301	0.3640813077
302	0.3639016312
303	0.3638900585
304	0.363775489
305	0.3636789643
306	0.3634822288
307	0.3634269371
308	0.3633748172
309	0.3631866969
310	0.3630523682
311	0.3627900541
312	0.3626313799
313	0.362532755
314	0.3624155709
315	0.3622434809
316	0.3620982652
317	0.3618405374
318	0.3616247284
319	0.3615404622
320	0.3613970467
321	0.3612665755
322	0.3611736512
323	0.3609406975
324	0.3608011824
325	0.3605980177
326	0.3605185948
327	0.360396996
328	0.3602841838
329	0.3600272704
330	0.359953891
331	0.3597449399
332	0.3595181797
333	0.3594765395
334	0.3592969487
335	0.3591801933
336	0.3591589553
337	0.3590711315
338	0.3589584693
339	0.3587976949
340	0.3587930015
341	0.3585250512
342	0.358291626
343	0.3582737741
344	0.3581374522
345	0.3580442279
346	0.3576945187
347	0.3575012336
348	0.3571998725
349	0.35708421
350	0.3570182029
351	0.3568467129
352	0.3567127485
353	0.3565814843
354	0.3561971643
355	0.356172926
356	0.3561287784
357	0.3560801731
358	0.3558112155
359	0.3556307246
360	0.3555512375
361	0.3553661818
362	0.3552686284
363	0.3551409861
364	0.3549733537
365	0.3547674886
366	0.3547224409
367	0.3545346421
368	0.3544573409
369	0.3542941876
370	0.3540867366
371	0.3539608945
372	0.3537125105
373	0.3535911046
374	0.3535073527
375	0.3532899364
376	0.3532440957
377	0.3532270796
378	0.3531161748
379	0.3529609937
380	0.3528145351
381	0.3527489566
382	0.3526698338
383	0.3525105166
384	0.3523878033
385	0.3522208996
386	0.3521276967
387	0.3519351402
388	0.3517095802
389	0.3516256782
390	0.351475362
391	0.3512578814
392	0.3510472587
393	0.3509036075
394	0.3507759009
395	0.3506887414
396	0.3506841124
397	0.3506507874
398	0.3505529125
399	0.3504472368
400	0.3503059644
401	0.3501643492
402	0.3499580126
403	0.3496045102
404	0.3494517294
405	0.349359148
406	0.3491499183
407	0.3490171754
408	0.3488807464
409	0.3485186502
410	0.3483548539
411	0.3483317943
412	0.3481581184
413	0.3481212144
414	0.3476837244
415	0.3475033621
416	0.3474818883
417	0.3473376585
418	0.3472248892
419	0.3470040868
420	0.3469222637
421	0.3467300286
422	0.3465937068
423	0.3464785372
424	0.3464228169
425	0.3462850378
426	0.3462394972
427	0.3460601207
428	0.3458931312
429	0.3458334248
430	0.3456199732
431	0.3454883018
432	0.3453287489
433	0.3452452542
434	0.3451485795
435	0.344978804
436	0.3447936412
437	0.3447702172
438	0.3446217655
439	0.3444246656
440	0.3443532794
441	0.3441475858
442	0.3441360131
443	0.3439867898
444	0.3439579867
445	0.3437990339
446	0.3436914723
447	0.3435526859
448	0.3435231112
449	0.3434584971
450	0.3434004409
451	0.3432398592
452	0.3431874822
453	0.34310133
454	0.34302165
455	0.3429012513
456	0.3428680549
457	0.3427543854
458	0.3426516244
459	0.3425122808
460	0.3423399336
461	0.3422823274
462	0.3420958787
463	0.3420213421
464	0.3418891778
465	0.3417882598
466	0.341643387
467	0.3415654
468	0.3414960925
469	0.3412653462
470	0.3411890094
471	0.3410289636
472	0.3409218735
473	0.3408369
474	0.3406179192
475	0.3404682459
476	0.3403679708
477	0.3402850762
478	0.3402032316
479	0.3401145078
480	0.3400762322
481	0.3399923089
482	0.3398023027
483	0.3396503577
484	0.3395639484
485	0.3394319341
486	0.3392312339
487	0.3391044488
488	0.3389897079
489	0.338871838
490	0.3386949261
491	0.3384828032
492	0.3383835139
493	0.3382884679
494	0.3381279935
495	0.3379945434
496	0.3379885213
497	0.3379774844
498	0.3378840243
499	0.3377774056
500	0.3376576713
501	0.3376187099
502	0.3375562389
503	0.3374893317
504	0.3373312575
505	0.3372300394
506	0.337132979
507	0.3368555776
508	0.336690024
509	0.336563539
510	0.3364519055
511	0.3361789189
512	0.3360200946
513	0.3359892984
514	0.3358811153
515	0.3357321921
516	0.3356525764
517	0.3354729213
518	0.3354279593
519	0.3352714496
520	0.3350308879
521	0.3349189758
522	0.3348862723
523	0.3348320522
524	0.3347018381
525	0.3345683237
526	0.3345161181
527	0.3344708346
528	0.3343594798
529	0.334240817
530	0.3342298443
531	0.3340998017
532	0.3340768493
533	0.3338773063
534	0.3338159711
535	0.3336242504
536	0.3335232252
537	0.3334246218
538	0.3333954115
539	0.3332733197
540	0.333141134
541	0.3329922322
542	0.332876484
543	0.3327133736
544	0.3326329435
545	0.3325797306
546	0.33244178
547	0.3323795019
548	0.3323071726
549	0.332197125
550	0.3320082547
551	0.3318243348
552	0.3317586063
553	0.3316851412
554	0.3315585061
555	0.3313625207
556	0.3313115152
557	0.3311845158
558	0.3310546018
559	0.3310436506
560	0.3308309062
561	0.3308217981
562	0.3307405965
563	0.3307062642
564	0.3306553873
565	0.3305860369
566	0.3305135791
567	0.3304594661
568	0.330452544
569	0.3303206154
570	0.330201374
571	0.330079368
572	0.3300015953
573	0.3299008059
574	0.3297710633
575	0.3296022737
576	0.3294523218
577	0.3293530753
578	0.3292482355
579	0.3291940582
580	0.3290780743
581	0.3290296833
582	0.3288985906
583	0.3287743986
584	0.3287201785
585	0.3285835138
586	0.3284404412
587	0.3283512673
588	0.3283227213
589	0.3282327973
590	0.3282233463
591	0.3281616682
592	0.3280165169
593	0.3279694975
594	0.3278988613
595	0.3278043726
596	0.3275646038
597	0.3274428978
598	0.3273756477
599	0.3273038971
600	0.3271812268
601	0.3270257671
602	0.3269265207
603	0.3268290959
604	0.3267119761
605	0.3264638065
606	0.3262802724
607	0.3262170727
608	0.3261487725
609	0.3261284132
610	0.3260097504
611	0.3259433361
612	0.3257514439
613	0.325562595
614	0.3254700564
615	0.3253962056
616	0.3252519329
617	0.3251113249
618	0.3250455963
619	0.32501285
620	0.3246698487
621	0.3245221684
622	0.3245136818
623	0.324493301
624	0.3243361055
625	0.3241550574
626	0.3240205143
627	0.3239234324
628	0.3237928112
629	0.3235573715
630	0.3233877032
631	0.3233662295
632	0.3232550675
633	0.3231666436
634	0.3230295074
635	0.3229525705
636	0.3228956501
637	0.3228134627
638	0.3227616642
639	0.3226699829
640	0.3226581102
641	0.3224942497
642	0.3223624497
643	0.3222917707
644	0.322185152
645	0.3221289388
646	0.3220346215
647	0.3219299745
648	0.3218165194
649	0.3216266846
650	0.3215285098
651	0.3213977171
652	0.3211676565
653	0.3210561517
654	0.3209810364
655	0.3209086
656	0.3208547656
657	0.3206906694
658	0.3205870725
659	0.3204413425
660	0.3203221439
661	0.3201617123
662	0.3200543007
663	0.3200072171
664	0.3199351879
665	0.3198165036
666	0.319816375
667	0.3197948584
668	0.3196265403
669	0.3195200717
670	0.31930602
671	0.3192136957
672	0.3191242218
673	0.3190589648
674	0.3188929611
675	0.3187890856
676	0.3187345012
677	0.318625868
678	0.3184109591
679	0.3182784948
680	0.3182373475
681	0.3181537885
682	0.3179337148
683	0.3178621999
684	0.3178353899
685	0.3177479948
686	0.3175877775
687	0.317400343
688	0.3173459942
689	0.3172815516
690	0.3171881344
691	0.3170664069
692	0.3169664104
693	0.3168529768
694	0.316767789
695	0.3167106971
696	0.3163945916
697	0.316318812
698	0.3162052712
699	0.3161003456
700	0.3159803326
701	0.3158382887
702	0.3157579658
703	0.3156493112
704	0.3154755925
705	0.3153007164
706	0.3152409671
707	0.3152301874
708	0.3150958586
709	0.3149904615
710	0.314702109
711	0.3145796315
712	0.3145690018
713	0.314466455
714	0.3142816994
715	0.3142003692
716	0.3141452918
717	0.3141001155
718	0.3140369801
719	0.3140265218
720	0.3140102129
721	0.313920589
722	0.3137882533
723	0.3136706192
724	0.3135854743
725	0.3134643469
726	0.3133679722
727	0.3132862134
728	0.3131291036
729	0.3130767051
730	0.3129719509
731	0.3129326038
732	0.3128449515
733	0.3127060151
734	0.3125183877
735	0.3124945566
736	0.3124346787
737	0.3122695323
738	0.3122239059
739	0.3121841088
740	0.3120228628
741	0.3117936809
742	0.3115858871
743	0.3113890659
744	0.3113633917
745	0.3111228086
746	0.3110002668
747	0.3109151219
748	0.3108333202
749	0.3107083353
750	0.3106461429
751	0.3106316556
752	0.3105410887
753	0.3104676665
754	0.3104074028
755	0.3102935405
756	0.3100026377
757	0.3098359697
758	0.3097387807
759	0.3095181497
760	0.3094684515
761	0.3093617043
762	0.3092619864
763	0.309153889
764	0.3089066838
765	0.3088579285
766	0.3087230211
767	0.3086084087
768	0.3086047655
769	0.3085631681
770	0.3084726869
771	0.30830244
772	0.3082052938
773	0.3081108265
774	0.3080691863
775	0.3080452908
776	0.307990835
777	0.307926778
778	0.3078687432
779	0.3077898776
780	0.3077309641
781	0.3076307318
782	0.3076153016
783	0.3074584704
784	0.3074058361
785	0.3072667926
786	0.3070746861
787	0.3069314207
788	0.3069001744
789	0.3068307812
790	0.3067703247
791	0.3065955559
792	0.3065056962
793	0.3064029565
794	0.3062374244
795	0.3060536545
796	0.3059892976
797	0.3058952374
798	0.305668863
799	0.3056635267
800	0.3055764959
801	0.3054050488
802	0.3052712773
803	0.3051395631
804	0.3051008375
805	0.3049490854
806	0.3048733915
807	0.304802841
808	0.3047096167
809	0.3045453275
810	0.3045334334
811	0.3043343619
812	0.3042456809
813	0.30415745
814	0.3040147846
815	0.3039734658
816	0.3038958432
817	0.3037659506
818	0.30372041
819	0.3035033365
820	0.3034419371
821	0.3033476197
822	0.3032714329
823	0.3030961497
824	0.3029515341
825	0.3029047934
826	0.3027949815
827	0.3026200841
828	0.3023893378
829	0.3022119329
830	0.3021596416
831	0.3019485045
832	0.3018573804
833	0.3017046639
834	0.3014948127
835	0.3014416212
836	0.3013196795
837	0.301300456
838	0.301270217
839	0.3011212724
840	0.3009788427
841	0.3008629017
842	0.3004642444
843	0.3004401989
844	0.3004257759
845	0.3003627048
846	0.3002903542
847	0.3002547146
848	0.3000904469
849	0.3000514856
850	0.2999357588
851	0.2996652153
852	0.2995740483
853	0.2995138275
854	0.2994674083
855	0.2994390123
856	0.2992708656
857	0.2990615716
858	0.2988723155
859	0.2987812771
860	0.2986705866
861	0.2985846702
862	0.2984644429
863	0.2983248421
864	0.2980984463
865	0.2980281101
866	0.2978279028
867	0.2976546127
868	0.2975714823
869	0.2974685069
870	0.2973446364
871	0.2971958632
872	0.2969543157
873	0.296843518
874	0.2967114395
875	0.2965790395
876	0.2965184973
877	0.2964438963
878	0.2963902763
879	0.2963480146
880	0.2962831219
881	0.2962412459
882	0.2962036561
883	0.2960446818
884	0.295851461
885	0.2958008198
886	0.295715332
887	0.2956426385
888	0.2956050701
889	0.2953999551
890	0.2952896504
891	0.2951157388
892	0.2950826281
893	0.2948258432
894	0.2947714731
895	0.2946777558
896	0.2945943682
897	0.2943690011
898	0.2943252392
899	0.2940946643
900	0.2938170272
901	0.2935889812
902	0.2934395008
903	0.2933284674
904	0.2932874272
905	0.2930396648
906	0.2927898878
907	0.2927457402
908	0.2926949705
909	0.2926559448
910	0.2925595916
911	0.2924697962
912	0.2923928593
913	0.2922700175
914	0.2921575911
915	0.2921075928
916	0.2919786646
917	0.2918670311
918	0.2918557156
919	0.291784608
920	0.291718558
921	0.2914499433
922	0.2912857184
923	0.2910908903
924	0.2908709237
925	0.2907401953
926	0.2905277938
927	0.2904587435
928	0.2904112527
929	0.2903373375
930	0.2902014872
931	0.2900481706
932	0.2899995225
933	0.2898980687
934	0.2897393516
935	0.2896993616
936	0.2896318329
937	0.2895179491
938	0.289384499
939	0.2893644611
940	0.2892433981
941	0.2891435945
942	0.2890961679
943	0.2890352828
944	0.288992721
945	0.2888079225
946	0.2885332429
947	0.2884930171
948	0.2884091581
949	0.288310126
950	0.2881361501
951	0.2878722716
952	0.2878007567
953	0.2877384143
954	0.287673093
955	0.287413865
956	0.2871874263
957	0.2870899586
958	0.2870744855
959	0.2870118859
960	0.2868746854
961	0.2866648556
962	0.2864449533
963	0.286324126
964	0.2861876113
965	0.2861125389
966	0.2858090347
967	0.285760408
968	0.2856407166
969	0.2855863678
970	0.2853601434
971	0.2851843245
972	0.2851060589
973	0.2849906321
974	0.2849185601
975	0.2848326008
976	0.2845265463
977	0.2844399013
978	0.2843818665
979	0.2843313539
980	0.284278741
981	0.2840517237
982	0.2840062902
983	0.2838780264
984	0.2838214703
985	0.2837447906
986	0.2836426296
987	0.283429478
988	0.2833955529
989	0.2833396397
990	0.2832868769
991	0.2830390073
992	0.2830116186
993	0.2829360105
994	0.2828804188
995	0.2826666671
996	0.2825793791
997	0.2824551443
998	0.2822182259
999	0.2821723852
